title,content
"Ade Armando Sebut DIY Politik Dinasti, Ganjar: Belajar Saling Menghormati","Cawapres nomor urut 3, Ganjar Pranowo menanggapi pernyataan politikus PSI Ade Armando yang bicara politik dinasti di Daerah Istimewa Yogyakarta (DIY). Ganjar meminta agar tetap saling menghormati.

""Kita belajar saja untuk kita saling menghormati,"" kata Ganjar di Balikpapan, Kalimantan Timur (5/11/2023).

Ganjar enggan mengomentari pernyataan politikus PSI itu lebih jauh. Dia juga mengatakan, Raja Jogja sekaligus Gubernur DIY Sri Sultan Hamengkubuwono X telah menjelaskan perihal persoalan itu.

""Saya kira dia (Ade Armando) sudah minta maaf, ngarso dalem (juga) sudah menjelaskan,"" kata Ganjar.

Ketua Umum PSI Kaesang Pengarep memberi teguran keras pada Ade Armando usai bicara politik dinasti di Daerah Istimewa Yogyakarta (DIY). Selain itu, PSI juga sedang membahas sanksi bagi Ade Armando.

""Masih dirapatkan (sanksi), tapi sudah ada teguran keras langsung dari Mas Kaesang,"" tegas Wakil Ketua Dewan Pembina PSI Grace Natalie menjawab pertanyaan wartawan di Mal Olympic Garden (MOG) Jalan Kawi, Kota Malang, dilansir detikJatim, Senin (4/12).

Namun, Wakil Dewan Pembina PSI Grace mengatakan, Ade Armando telah menyampaikan video permintaan maaf. Sekaligus menyampaikan bahwa pernyataan yang disampaikan atas nama pribadi bukan sebagai politisi PSI.

Di sisi lain, Grace memahami apa yang disampaikan Ade Armando tidak bermaksud menyinggung berbagai pihak. Dia menilai hal itu hanya bentuk tanggapan terhadap dinamika yang ada di masyarakat.

""Jadi nanti, saya rasa Mas Ketum (Kaesang Pangarep) akan membuat pernyataan, akan bicara. Tapi kami sudah update bahwa Bang Ade Armando sudah membuat video permintaan maaf,"" kata Grace.

""Beliau (Ade Armando) udah minta maaf, kalau pernyataan itu menyinggung berbagai pihak, dia tidak ada bermaksud begitu, itu menanggapi aja, dinamika yang terjadi di masyarakat,"" sambungnya.

"
KPU DKI Petakan 2.841 TPS Pemilu 2024 di Jakarta Rawan Banjir,"Komisi Pemilihan Umum (KPU) DKI Jakarta melaporkan 2.841 tempat pemungutan suara (TPS) di Ibu Kota rawan banjir pada saat Pemilu 2024. Kepala Divisi Teknis Penyelenggaraan Pemilu KPU DKI Jakarta Dody Wijaya menjelaskan ribuan titik rawan banjir itu diketahui berdasarkan hasil pemetaan yang dilakukan terhadap 30.766 TPS di seluruh Jakarta.

""Dari total 30.766 TPS telah dipetakan sebanyak 2.841 TPS yang masuk ke dalam lokasi rawan banjir,"" kata Dody dalam keterangan kepada wartawan, Selasa (5/12/2023).

Dody mengatakan KPU sedang berkoordinasi dengan Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta untuk menganalisa TPS rawan banjir tersebut. Dia berharap ada upaya mitigasi yang dilakukan oleh BPBD dan jajaran Pemerintah Provinsi DKI Jakarta di 2.814 TPS tersebut.

""Untuk selanjutnya dilakukan mitigasi bersama khususnya dalam tahapan pemungutan dan penghitungan suara,"" kata Dody.

Sementara itu, Kepala Pelaksana BPBD DKI Jakarta Isnawa Adji mengatakan pihaknya mulai membahas strategi penanganan banjir di TPS yang rawan terendam saat Pemilu 2024 berlangsung. Ia menjelaskan pembahasan bersama Komisi Pemilihan Umum (KPU) dilakukan setelah TPS rawan banjir terpetakan.

""Pembahasannya strategi dan skenario darurat dalam tahapan pemungutan dan penghitungan suara,"" tuturnya.

BPBD DKI Jakarta juga akan menyiapkan sarana dan prasarana penanggulangan bencana yang diperlukan untuk mendukung pelaksanaan Pemilu 2024. BPBD DKI Jakarta memprediksi pemungutan suara Pemilu 2024 berlangsung ketika wilayah DKI Jakarta memasuki puncak musim hujan.

""Sehingga disiapkan sarana dan prasarana penanggulangan bencana yang dapat mendukung penyelenggaraan pemilu,"" kata Isnawa.

"
Sekejap Saja Firli Bahuri Diperiksa di Dewas KPK,"Kasus dugaan pelanggaran etik yang melibatkan Ketua KPK nonaktif Firli Bahuri terus berlanjut. Firli hari ini diperiksa terkait pertemuan dengan Syahrul Yasin Limpo (SYL).

Pemeriksaan ini merupakan kali kedua Firli diperiksa sebagai terlapor di Dewan Pengawas (Dewas) KPK terkait kasus tersebut. Firli sebelumnya telah diperiksa selama 3 jam pada Senin (20/11).

Proses pelanggaran etik Firli belum menghasilkan putusan. Di satu sisi Firli telah ditetapkan tersangka oleh kepolisian Polda Metro Jaya atas dugaan pemerasan kepada SYL.

Firli Bahuri memenuhi panggilan Dewan Pengawas (Dewas) KPK. Dia akan menjalani pemeriksaan dugaan pelanggaran etik terkait pertemuan dengan mantan Mentan Syahrul Yasin Limpo (SYL).

Firli tiba sekitar pukul 09.37 WIB di Gedung Dewas KPK, Jakarta Selatan. Saat tiba di Dewas KPK, Firli tidak banyak bicara. Dia segera bergegas masuk ke dalam gedung usai turun dari mobil.

Firli mengatakan pihaknya datang untuk memenuhi panggilan Dewas KPK. Firli kemudian masuk ke ruang pemeriksaan di gedung ACLC KPK.

""Saya datang memenuhi panggilan Dewas nanti saya sampaikan setelah itu,"" ujarnya.

Sejak Jumat (27/11) Firli telah diberhentikan sementara dari Ketua KPK. Fasilitas pengawalan yang diterimanya selama menjadi Ketua KPK juga telah dicabut.

Namun, saat tiba di Dewas KPK hari ini Firli masih dikawal, tapi tidak sebanyak saat menghadiri pemeriksaan sebelumnya.

Firli terlihat dikawal empat orang. Orang-orang yang mengawal Firli itu terlihat menumpangi mobil yang berbeda dengan Firli.

Sebelumnya, Firli mendapat pengawalan ketat saat diperiksa di Dewas KPK pada 20 November 2023. Saat itu, setidaknya ada enam orang yang mengawal Firli saat keluar dari gedung Dewas KPK.

KPK lalu buka suara soal pengawalan yang masih diterima Firli. KPK menegaskan fasilitas pengawalan kepada Firli sudah dicabut sejak 30 November.

""Sudah ditanyakan belum? Yang pasti begini, yang pasti saya informasi dari biro umum itu per 30 November kemarin sudah tidak ada pengawalan khusus yang termasuk dari TNI ya, tidak ada,"" kata Kabag Pemberitaan KPK Ali Fikri di Gedung Merah Putih KPK, Jalan Kuningan Persada, Jakarta Selatan.

KPK enggan berspekulasi terkait fasilitas pengawalan yang masih diterima Firli. Ali mengatakan hal tersebut bisa ditanyakan langsung kepada Firli maupun pengacaranya.

""Adapun kalau orang lain kalau yang lain kan barangkali bisa ditanyakan, bisa jadi semua orang kan bisa juga,"" kata Ali.

Ketua nonaktif KPK Firli Bahuri telah selesai diperiksa Dewas KPK soal dugaan pelanggaran etik terkait pertemuannya dengan mantan Menteri Pertanian Syahrul Yasin Limpo (SYL), yang merupakan pihak terkait perkara di KPK. Firli irit bicara soal pemeriksaannya.

Pantauan detikcom, Selasa (5/12/2023), Firli keluar pukul 11.45 WIB dari gedung Dewas KPK, Jakarta Selatan. Firli, yang mengenakan kemeja biru muda, tampak tersenyum sambil masuk ke mobil.

""Terima kasih ya,"" ujarnya.

Sebelumnya, Firli Bahuri tiba di kantor Dewas KPK pukul 09.37 WIB. Saat tiba di Dewas KPK, Firli juga tidak banyak bicara.

Dia bergegas masuk ke dalam gedung setelah turun dari mobil. Firli mengatakan datang untuk memenuhi panggilan Dewas KPK.

Ini merupakan pemeriksaan lanjutan Firli. Dia pernah diperiksa oleh Dewas KPK pada Senin (20/11). Saat itu, dia menjalani pemeriksaan selama 3 jam. Sejauh ini, 30 saksi telah diperiksa Dewas KPK terkait pertemuan Firli dengan SYL.

"
Penjual Pecel Lele Terbawa Arus Kali Sasak Tangsel Ditemukan Tewas,"Penjual pecel lele, Mohamad Shohibul Huda (32), yang hilang terseret arus di Kali Sasak Kedaung, ditemukan tewas. Jasad korban ditemukan petugas pencarian dan pertolongan (search anda rescue/SAR) gabungan di Taman Menteng Bintaro, Tangerang Selatan (Tangsel).

""Korban ditemukan pada siang menjelang petang tadi di mana jasad korban timbul ke atas permukaan air dan tersangkut di penyangga gorong-gorong, kemudian jenasah kita bawa ke Puskesmas Kelurahan Kedaung selanjutnya nanti akan diserahkan kepada pihak keluarga,"" kata Kepala Kantor SAR Jakarta, Fazzli, dalam keterangannya, Selasa (5/12/2023).

Korban ditemukan dalam kondisi meninggal dunia pada siang tadi sekitar pukul 14.25 WIB pada radius kurang lebih 6 km dari lokasi kejadian. Jasad korban langsung dievakuasi petugas SAR gabungan.

Dia mengatakan upaya pencarian tim SAR gabungan dilanjutkan pagi tadi dengan sejumlah metode. Tim SAR yang terdiri atas berbagai unsur membagi tugas dalam mencari korban.

Mereka menggunakan metode Explore SAR (E-SAR) menyusuri aliran saluran kali, lalu pencarian juga dilakukan menggunakan perahu karet, dan pemantauan di pintu air serta jembatan yang dilalui oleh aliran Kali Sasak hingga radius 9 km dari lokasi kejadian.

Pencarian korban melibatkan puluhan personel SAR gabungan yang terdiri dari Kantor SAR Jakarta, Satpol PP Tangsel, Polsek Pamulang, Koramil Pamulang, Potsar Tangsel, TEATS, Ambulance KARTAR, SAR MTA, Semut Tangsel, Kartar Ciputat, OCC Tangsel, IEA Tangsel, BPBD Tangsel, Kelurahan Kedaung, WANADRI, Petualang Rescue, DMC DD, WMI, RENITA UIN, ATC, Baba Deal, REDKAR Tangsel, KATAR Kel.Kedaung, BAZNAS RI, GANESPA, SAKA SAR Tangsel, BPBD Jakarta Barat, PALABAJA, Gerak Bareng, dan masyarakat.

Sebelumnya diberitakan, Huda diduga terpeleset saat mencari barangnya hingga tercebur ke kali. Korban yang merupakan pekerja di warung pecel lele tercebur ke Kali Sasak Kedaung pada Senin (4/12) dini hari.

""Korban bersama teman-temannya sedang mau tutup warung sekitar pukul 02.06 WIB. Akan tetapi tiba-tiba korban ke belakang dan mengambil benda yang terjatuh, entah sandal entah barang lainnya,"" kata Komandan Peleton (Danton) Badan Penanggulangan Bencana Daerah (BPBD) Kota Tangsel, Dian Wiryawan, Selasa (5/12).

""Korban adalah pekerja atau karyawan pada pecel lele,"" imbuhnya.

Insiden itu terjadi jembatan jalan warga aliran Kali Sasak Kedaung Kompas Jalan Aria Putra RT 09 RW 10, Kelurahan Kedaung, Kecamatan Kedaung, Pamulang, Tangerang Selatan. Lokasi tersebut merupakan perbatasan dengan RT 02 RW 10 Kelurahan Ciputat.

"
"RUU DKJ Atur Gubernur Ditunjuk Presiden, Ini Kata Mahfud","Menko Polhukam sekaligus cawapres nomor urut 3, Mahfud Md, menanggapi soal Rancangan Undang-Undang (RUU) Daerah Kekhususan Jakarta (DKJ) yang mengatur penunjukan, pengangkatan, serta pemberhentian gubernur dan wakil gubernur DKJ dilakukan oleh presiden. Mahfud mengaku tak masalah dengan hal tersebut.

""Ya kalau itu sudah diputuskan di dalam UU ya itu mengikat jadinya. Saya sih nggak mempersoalkan soal itu karena DPR kan sudah lama berdebat kan sama pemerintah lalu kesimpulannya itu DKI dianggap khusus, Daerah Khusus Jakarta. Jadi, dikelola secara khusus. Kayak di Yogya kan Yogya gubernurnya turun-temurun tapi bupati dan wali kota dipilih,"" kata Mahfud kepada wartawan usai acara pengajian kebangsaan di Menteng, Jakarta Pusat, Selasa (5/12/2023).

Mahfud tak banyak berkomentar. Dia mengatakan penunjukan gubernur di DKJ oleh presiden jika sudah diputuskan dalam undang-undang berarti memiliki sifat mengikat.

""Di sini gubernurnya ditunjuk. Kan tidak apa-apa. Harus asimetris kan. Pemerintah daerah. Gitu ya,"" ujarnya.

Sebelumnya, Wakil Ketua Badan Legislasi (Baleg) DPR RI Achmad Baidowi atau Awiek menjelaskan soal Rancangan Undang-Undang (RUU) Daerah Kekhususan Jakarta (DKJ) yang mengatur penunjukan, pengangkatan, serta pemberhentian gubernur dan wakil gubernur DKJ dilakukan oleh presiden. Awiek menyebutkan hal inilah yang menjadi kekhususan Jakarta dari provinsi lainnya.

""Terkait DKJ, fraksi di Baleg sebagai penyusun itu mendiskusikan kekhususan apa yang akan diberikan kepada Jakarta sehingga berbeda dari daerah lainnya. Maka kita merujuk pada Pasal 14B UUD 1945 bahwa negara kita mengakui satuan daerah khusus dan atau istimewa,"" kata Awiek di gedung MPR/DPR/DPD RI, Senayan, Jakarta, Selasa (5/12).

""Kekhususan yang diberikan, kita bersepakat bahwa kekhususan termasuk yang paling utama itu dalam sistem pemerintahannya,"" imbuhnya.

Awiek menyebutkan sempat ada diskursus di Baleg agar mekanisme penunjukan gubernur sepenuhnya dilakukan oleh presiden. Namun ada pertimbangan lainnya bahwa kepala daerah di daerah otonom harus dilakukan pemilihan melalui proses demokratis.

""Awalnya memang ada keinginan sudahlah nggak usah ada pilkada, langsung tunjuk. Tapi kita mengingatkan di Pasal 18A-nya disebutkan kalau memang nomenklaturnya itu adalah daerah otonom, maka kepala daerah itu dilakukan pemilihan secara dilakukan melalui proses demokratis,"" kata Awiek.

Dengan munculnya dua pertimbangan itu, menurut Awiek, fraksi-fraksi di Baleg menyetujui penunjukan gubernur dilakukan oleh presiden dengan melibatkan DPRD DKJ atau menerapkan sistem pemilihan tidak langsung.

""Untuk menjembatani keinginan politik antara yang menginginkan kekhususan ditunjuk secara langsung dan kedua supaya kita tidak melenceng dari konstitusi, cari jalan tengah bahwa Gubernur Jakarta itu diangkat diberhentikan oleh presiden dengan memperhatikan usulan atau pendapat dari DPRD,"" ujar politikus PPP ini.

""Sehingga usulan atau pendapat dari DPRD itu, DPRD akan bersidang siapa nama-nama yang akan diusulkan. Itu proses demokrasinya di situ,"" imbuh Awiek.

Awiek menilai mekanisme itu tidak menghilangkan proses demokrasi. Menurut dia, pemilihan tidak langsung juga menerapkan prinsip demokrasi.

""Jadi tidak sepenuhnya proses demokrasi hilang, karena demokrasi itu tidak harus bermakna pemilihan langsung. Pemilihan tidak langsung juga bermakna demokrasi jadi ketika DPRD mengusulkan, yaitu proses demokrasinya di situ sehingga tidak semuanya hilang begitu saja,"" kata dia.

"
"Anies Akan Bangun Proyek KA Banjarmasin-Banjarbaru, Libatkan Ignasius Jonan","Capres nomor urut 1 Anies Baswesan berkomitmen akan membangun proyek kereta api di Kalimantan yang menghubungkan Banjarmasin dan Banjarbaru. Pembangunan itu akan melibatkan Mantan Menteri Perhubungan Ignasius Jonan.

Hal itu disampaikan Anies dalam acara 'Desak Anies', di Wetlands Square, Kalimantan Selatan, Selasa (5/12/2023). Gagasan itu tercetus karena Anies menilai dua daerah tersebut membutuhkan kehadiran transportasi umum massal yang representatif.

""Ini (Banjarmasin-Banjarbaru) intensitas lalu lintasnya cukup tinggi, tapi kita tidak memiliki fasilitas transportasi umum. Jadi inilah salah satu kawasan yang perlu kita bangun jaringan rel kereta api,"" kata Anies dalam keterangan tertulisnya.

""Inilah contoh bagaimana kita memanfaatkan anggaran kita untuk transportasi umum yang bisa mengatasi kemacetan, mengatasi polusi, dan mengurangi biaya transportasi bagi warga,"" papar Anies.

Menurut capres dari Koalisi Perubahan itu, setelah pembangunan rel kereta api Banjarmasin-Banjarbaru selesai maka akan dilanjutkan ke rute-rute lain di wilayah Kalimantan Selatan.

""Karena biaya untuk transportasi bagi sebuah keluarga itu cukup tinggi. Maka perlu tersedia transportasi umum untuk membantu setiap keluarga,"" lanjut Anies.

Anies kemudian menyebutkan sosok yang akan terlibat dalam pembangunan kereta api tersebut. Salah satunya Ignasius Jonan. Dengan pengalaman dan rekam jejak yang cemerlang sebagai mantan Dirut PT Kereta Api Indonesia (KAI) dan Menteri Perhubungan, kata Anies, Jonan figur yang tepat ikut terlibat dalam pembangunan transportasi umum massal seperti kereta api di Banjarmasin.

""Kalau kita nanti membangun rel kereta api, maka orang pertama yang akan kita libatkan adalah Pak Jonan. Karena dia yang paling paham, dan memberi penilaian objektif. Beliau orang yang punya integritas, profesional, dan orang yang terbukti sukses melakukan transformasi perkeretaapian di Indonesia,"" ujar Anies.

"
Cara Panglima Patroli Pakai Drone demi Keamanan di Papua,"Kelompok kriminal bersenjata (KKB) tak berhenti mengganggu keamanan Papua dengan teror penyerangan hingga menewaskan masyarakat sipi dan personel TNI-Polri. TNI menyusun cara mengatasi KKB demi keamanan Papua, salah satu caranya patroli memakai drone.

Panglima TNI Jenderal Agus Subiyanto menyebutkan TNI menggunakan teknologi drone untuk memantau situasi di Papua. Hal ini dinilai efektif dan lebih aman bagi para prajurit yang melaksanakan tugas operasi.

""Teknologi kita sudah menggunakan drone di sana (Papua). Jadi untuk patroli itu kita tidak lagi seperti dulu masuk ke pedalaman sampai 10-20 kilometer,"" kata Agus di Mabes Polri, Jakarta, Selasa (5/12/2023).

Agus mengatakan kini pihaknya mengandalkan drone untuk penyisiran awal. Jika rute tampak aman, baru pasukan akan melintasi rute tersebut.

""Sekarang kita gunakan drone. Kalau aman, baru kita masuk,"" ucap Agus.

Oleh sebab itu, TNI hendak mengoptimalkan kemajuan teknologi ini dengan membentuk Satuan Drone. Menurut Agus, drone juga akan digunakan untuk menangani bencana alam.

""Dan drone juga, selain digunakan untuk operasi, bisa juga digunakan untuk menangani bencana alam, seperti pencarian korban, kita sekarang menggunakan drone. Tentunya dengan spek yang berbeda-beda ya, ada spek yang low sampai high,"" ujarnya.

Jenderal Agus sebelumnya menjelaskan menangani konflik di Papua bakal menggunakan smart power. Agus mengaku akan menggunakan hard power untuk menangani konflik di Papua sebagai jalan terakhir.

""Menggunakan soft power, menggunakan kalau hard power itu jalan terakhir, seperti yang mereka sekarang sudah menyerang-menyerang kita, ya kita gunakan hard power,"" ujarnya.

Terbaru, dua prajurit TNI dari Satgas Yonif 411/Pandawa dilaporkan gugur setelah diserang KKB di Kabupaten Nduga, Papua Pegunungan. Keduanya diduga diserang oleh KKB Kodap III Ndugama.

Berdasarkan data yang diterima detikcom, peristiwa tersebut terjadi di Distrik Paro, Nduga, pada Kamis (30/11), sekira pukul 16.18 WIT. Staf Humas RSUD Mimika Lukcy Makahena menyebutkan dua prajurit yang gugur itu dievakuasi ke RSUD Mimika.

Sementara itu, Kapolda Papua Irjen Mathius D Fakhiri mengimbau aparat untuk tidak gegabah terkait penyerangan tersebut. Sebab, dia khawatir, apabila KKB dikejar, justru akan berisiko.

""Saya minta begitu juga Pangdam kira-kira sama. Kita tidak perlu kejar karena itu sangat berisiko bagi nyawa,"" kata Irjen Mathius kepada wartawan di Mapolda Papua, Kota Jayapura.

"
Mahfud Cari Jalan Keluar Atasi Pengungsi Rohingya yang Terus Berdatangan,"Menko Polhukam Mahfud Md buka suara terkait persoalan pengungsi Rohingya di Aceh. Mahfud menegaskan Indonesia tak terikat dengan United Nations High Commissioner for Refugees (UNHCR).

""Itu kita tidak terikat itu karena kita tidak menandatangani UNHCR, kita tidak tanda tangani. Kita hanya kemanusiaan,"" kata Mahfud kepada wartawan di iNews Tower, Jakarta, Selasa (5/12/2023).

Mahfud mengatakan negara lain, seperti Malaysia, Australia, hingga Singapura, menutup akses untuk pengungsi Rohingya. Dia menyebutkan hal itulah yang membuat pengungsi Rohingya memilih Indonesia sebagai tempat tujuan.

""Cuman negara-negara lain itu sudah menutup, Malaysia menutup, Australia menutup, semuanya nutup, Singapura, nggak mau nerima, mereka larinya ke Indonesia. Maksudnya mau transit, tapi lama-lama menjadi tempat tujuan pengungsian bukan transit karena biasanya mau transit untuk ke Australia, tapi dia berhenti di Indonesia dan nggak mau keluar lagi,"" ujarnya.

Dia mengatakan sudah ada 1.478 pengungsi Rohingya di Aceh. Dia menyebutkan warga lokal juga mengeluhkan penambahan pengungsi Rohingya tersebut.

""Jumlahnya sekarang sudah 1.478 orang dan orang-orang lokal, orang Aceh, orang Sumatera Utara, Riau, itu sudah keberatan ditambah terus. Kami juga miskin kenapa ini terus ditampung tapi gratis terus,"" ujarnya.

Mahfud mengaku tengah mencari jalan keluar untuk mengatasi persoalan pengungsi Rohingya. Dia mengatakan akan mempertimbangkan kebutuhan domestik dan kemanusiaan.

""Nah kita sedang mencari jalan keluar tentang ini. Satu, mengenai kebutuhan domestik, kita Indonesia di mana penduduknya. Kedua, mengenai kemanusiaan. Jadi nanti kita akan olah ini kebutuhan domestik dan kemanusiaan ini mau diapakan, agar keduanya bisa tertangani dengan baik,"" ujarnya.

Sebelumnya, Kapolri Jenderal Listyo Sigit Prabowo mengatakan pihaknya akan berkoordinasi dengan United Nations High Commissioner for Refugees (UNHCR) terkait pengungsi Rohingya di Aceh. Dia mengatakan pengungsi Rohingya itu hanya transit sebelum menuju negara ketiga.

""Sebelumnya ada kesepakatan ya, bahwa terkait dengan pengungsi-pengungsi yang masuk ke negara transit dan akan ke negara tujuan, maka mau tidak mau kita harus menerima. Namun kita bekerja sama dengan UNHCR,"" ujar Sigit di Mabes Polri, Jakarta, Selasa (5/12/2023).

Sigit mengatakan sudah ada aturan terkait cara menampung pengungsi Rohingya tersebut. Dia mengatakan Indonesia menerima pengungsi Rohingya itu dengan alasan kemanusiaan.

""Di sana sudah ada pengaturannya, berapa lama di negara transit dan berapa lama sampai di negara tujuan yang paling penting,"" ucapnya.

""Tentunya kita tetap harus menghormati, menghargai, hak-hak asasi manusia, menghormati warga negara lain yang memang membutuhkan pertolongan kita,"" sambungnya.

Dia mengatakan membantu sesama merupakan kewajiban. Dia mengatakan Indonesia bekerja sama dengan badan internasional agar pengungsi Rohingya itu segera bisa menuju negara tujuan.

""Kemudian, pada saat berada di Indonesia, tidak jadi masalah saya kira itu. Ini kewajiban kita untuk membantu, bekerja sama dengan badan internasional,"" ujarnya.

"
"Duo Jambret Diciduk di Setiabudi Jaksel, Ternyata Pernah Curi Motor di Hotel","Polisi menangkap dua pria berinisial MHH dan NJ, pelaku penjambretan di kawasan Setiabudi, Jakarta Selatan. Usut punya usut, kedua jambret itu juga terlibat dalam aksi pencurian motor (curanmor).

Kasus ini berawal ketika polisi menangkap MNH dan NJ atas penjambretan ponsel di kawasan Setiabudi, Jakarta Selatan, pada Minggu (3/12/2023). Hasil penyelidikan polisi terungkap keduanya juga pernah mencuri motor di kawasan Setiabudi pada September lalu.

""Pada saat diinterogasi kedua pelaku mengakui perbuatannya mengakui pernah melakukan pencurian satu unit sepeda motor,"" ujar Kapolsek Metro Setiabudi Kompol Arif Oktora kepada wartawan, Selasa (5/12).

Kedua pelaku kini telah ditahan. Penangkapan kedua pelaku ini berhasil mengungkap dua laporan masyarakat yang masuk di Polsek Metro Setiabudi.

""Jadi pelaku diamankan karena penjambretan HP, terus setelah diamankan diketahui kalau ternyata pelaku pencurian motor di hotel,"" tutur Arif.

Pencurian motor di parkiran hotel itu sendiri terjadi pada Minggu (14/9). Aksi kedua pelaku ini terekam CCTV.

""Korban melihat rekaman CCTV yang ada di lokasi kejadian terlihat pelaku berjumlah dua orang dengan menggunakan sarana satu unit sepeda motor jenis matic,"" kata Arif.

Saat ini keduanya ditahan di Polsek Setiabudi. Polisi saat ini masih mengembangkan kasus kedua tersangka.

"
"Tanggapi Mahfud soal UU MK, Baleg DPR Jelaskan Proses Pembahasan Prolegnas","Ketua Baleg DPR Supratman Andi Agtas buka suara soal pernyataan Menko Polhukam Mahfud Md terkait Revisi UU Mahkamah Konstitusi (MK). Supratman menilai Mahfud lupa bahwa tidak semua UU yang dibahas di DPR harus masuk prolegnas.

""Terkait dengan pernyataan Prof Mahfud tentang penyusunan RUU MK, revisi yang tidak masuk dalam prolegnas, mungkin beliau lupa bahwa tidak semua UU yang dibahas, baik oleh pemerintah maupun oleh DPR, itu semua harus masuk dalam prolegnas,"" kata Supratman kepada wartawan, Selasa (5/12/2023).

Supratman lantas menjelaskan proses pembahasan prolegnas. Dia membeberkan ketentuan UU bisa dibahas DPR tidak perlu masuk prolegnas.

""Sesuai ketentuan UU pembentukan peraturan perundang-undangan itu kategori usul RUU inisiatif itu kan dibagi atas dua hal; pertama adalah melalui jalur prolegnas. Kedua, ada beberapa UU yang tidak perlu masuk dalam prolegnas; pertama adalah semua usulan pembentukan daerah otonomi baru. Kedua, APBN, APBN itu kan tidak pernah masuk dalam prolegnas, tapi setiap tahun dibahas,"" kata Supratman.

Selanjutnya adalah kategori kumulatif terbuka yang tiap saat boleh diajukan untuk dibahas sekalipun tidak masuk prolegnas. Supratman menjelaskan RUU kumulatif terbuka itu disusun berdasarkan hasil keputusan MK.

""Jadi semua hasil putusan MK untuk perbaikan itu terhadap suatu UU yang pernah dibatalkan oleh MK itu tiap saat boleh dibahas, namun demikian bukan berarti hanya sebatas perbaikan terhadap putusan MK, itu memungkinkan membahas materi baru dalam penyusunan sebuah RUU. Nah ini mungkin yang dilupa Prof Mahfud,"" ujarnya.

Selain itu, kata Supratman, RUU yang bersifat adanya suatu kegentingan. Hal itu bisa dibahas yang tentunya harus ada kesepakatan DPR dan pemerintah.

""Ada lagi kategori ketiga tidak perlu masuk prolegnas kalau pemerintah dan DPR sepakat bahwa ada suatu kegentingan atau suatu kebutuhan mendesak itu juga boleh dan tidak perlu masuk dalam prioritas,"" ujarnya.

""Kalaupun ada ketentuan baru yang ditambah dalam penyusunan di luar daripada apa yang diputuskan MK, UU PPP tidak membatasi itu, UU MK yang dibahas oleh DPR yang kebetulan diinisiasi oleh Baleg saat ini itu adalah masuk dalam kategori kumulatif terbuka,"" lanjutnya.

"
